Mandebroot set from (-2.125+I -1.5) to (0.875+I 1.5)
resolution 67108864 pixel, Max. n. of iterations 4096 - Using 22 workers

NOTE: using farm template WITH the collector module!

amf started
amf joined
[Predictors] Minimum number of points required for calibration: 3
[Predictors] [Calibrator]: NumPoints: 0 MinNumPoints: 3
[Predictors] Refining with configuration [21, 2, 1.9e+06, ]: 0.00294196
[Predictors] Refining with configuration [23, 2, 1.9e+06, ]: 70.5458
[Predictors] [Calibrator]: NumPoints: 1 MinNumPoints: 3
[Predictors] Refining with configuration [16, 2, 1.5e+06, ]: 0.00526708
[Predictors] Refining with configuration [18, 2, 1.5e+06, ]: 46.4481
[Predictors] [Calibrator]: NumPoints: 2 MinNumPoints: 3
[Predictors] Refining with configuration [19, 2, 1.9e+06, ]: 0.00402353
[Predictors] Refining with configuration [21, 2, 1.9e+06, ]: 65.6446
[Predictors] Error in model: 1.08459e-35
[Predictors] ========================== Preparing for predictions: ========================== 
[Predictors] Error in model: 2.79389e-12
[Predictors] ========================== Preparing for predictions: ========================== 
[Predictors] Best solution found [8, 2, 1.2e+06, ]
[Predictors] Primary prediction: 39.1118
[Predictors] Secondary prediction: -34.8648
[Predictors] [Calibrator]: Moving to validate prediction.
[Predictors] Refining with configuration [8, 2, 1.2e+06, ]: 0.0160051
[Predictors] Refining with configuration [10, 2, 1.2e+06, ]: 27.5019
[Predictors] Primary prediction: 39.1118 Secondary prediction: -34.8648
[Predictors] Primary error: 37.4012 Secondary error: 226.772
[Predictors] [Calibrator]: High prediction error. Adding new seed.
[Predictors] Refining with configuration [2, 2, 1.8e+06, ]: 0.0458752
[Predictors] Refining with configuration [4, 2, 1.8e+06, ]: 26.4434
[Predictors] Error in model: 7.8013e-08
[Predictors] ========================== Preparing for predictions: ========================== 
[Predictors] Error in model: 0.00773474
[Predictors] ========================== Preparing for predictions: ========================== 
[Predictors] Best solution found [5, 2, 1.2e+06, ]
[Predictors] Primary prediction: 37.8382
[Predictors] Secondary prediction: 24.344
[Predictors] [Calibrator]: Prediction forced.
[Predictors] Refining with configuration [5, 2, 1.2e+06, ]: 0.0297225
[Predictors] Refining with configuration [7, 2, 1.2e+06, ]: 23.7137
[Predictors] Primary prediction: 37.8382 Secondary prediction: 24.344
[Predictors] Primary error: 12.4647 Secondary error: 2.65787
[Predictors] [Calibrator]: Moving to finished
[Predictors] [Calibrator]: Finished in 5 steps with configuration [5, 2, 1.2e+06, ]
[Predictors] Refining with configuration [5, 2, 1.2e+06, ]: 0.0316291
[Predictors] Replacing [5, 2, 1.2e+06, ]
[Predictors] Refining with configuration [7, 2, 1.2e+06, ]: 23.8718
[Predictors] Replacing [7, 2, 1.2e+06, ]
[Predictors] Refining with configuration [8, 2, 2e+06, ]: 0.0129757
[Predictors] Refining with configuration [10, 2, 2e+06, ]: 41.6908
[Predictors] Refining with configuration [4, 2, 1.7e+06, ]: 0.0329056
[Predictors] Refining with configuration [6, 2, 1.7e+06, ]: 28.732
[Predictors] Refining with configuration [9, 2, 1.7e+06, ]: 0.0148368
[Predictors] Refining with configuration [11, 2, 1.7e+06, ]: 37.7931
[Predictors] Refining with configuration [20, 2, 1.8e+06, ]: 0.0067664
[Predictors] Refining with configuration [22, 2, 1.8e+06, ]: 63.7035
[Predictors] Refining with configuration [14, 2, 1.3e+06, ]: 0.0125636
[Predictors] Refining with configuration [16, 2, 1.3e+06, ]: 37.5903
[Predictors] Refining with configuration [9, 2, 1.2e+06, ]: 0.0144465
[Predictors] Refining with configuration [11, 2, 1.2e+06, ]: 28.6637
[Predictors] Refining with configuration [22, 2, 1.8e+06, ]: 0.00347023
[Predictors] Refining with configuration [24, 2, 1.8e+06, ]: 67.3319
[Predictors] Refining with configuration [12, 2, 1.8e+06, ]: 0.00446564
[Predictors] Refining with configuration [14, 2, 1.8e+06, ]: 48.286
[Predictors] Refining with configuration [12, 2, 1.8e+06, ]: 0.000355078
[Predictors] Replacing [12, 2, 1.8e+06, ]
[Predictors] Refining with configuration [14, 2, 1.8e+06, ]: 42.3262
[Predictors] Replacing [14, 2, 1.8e+06, ]
Run [0] DONE, time= 36567.8 (ms)
Average on 1 experiments = 36567.8 (ms) Std. Dev. 0

Press a key

