Mandebroot set from (-2.125+I -1.5) to (0.875+I 1.5)
resolution 67108864 pixel, Max. n. of iterations 4096 - Using 22 workers

NOTE: using farm template WITH the collector module!

amf started
amf joined
[Predictors] Minimum number of points required for calibration: 3
[Predictors] [Calibrator]: NumPoints: 0 MinNumPoints: 3
[Predictors] Refining with configuration [4, 2, 2.1e+06, ]: 0.00981947
[Predictors] Refining with configuration [6, 2, 2.1e+06, ]: 41.3776
[Predictors] [Calibrator]: NumPoints: 1 MinNumPoints: 3
[Predictors] Refining with configuration [15, 2, 2.3e+06, ]: 0.0034453
[Predictors] Refining with configuration [17, 2, 2.3e+06, ]: 70.5748
[Predictors] [Calibrator]: NumPoints: 2 MinNumPoints: 3
[Predictors] Refining with configuration [4, 2, 1.7e+06, ]: 0.018032
[Predictors] Refining with configuration [6, 2, 1.7e+06, ]: 29.3495
[Predictors] Error in model: 5.07814e-36
[Predictors] ========================== Preparing for predictions: ========================== 
[Predictors] Error in model: 4.98281e-15
[Predictors] ========================== Preparing for predictions: ========================== 
[Predictors] Best solution found [11, 2, 1.2e+06, ]
[Predictors] Primary prediction: 32.8479
[Predictors] Secondary prediction: -47.6992
[Predictors] [Calibrator]: Moving to validate prediction.
[Predictors] Refining with configuration [11, 2, 1.2e+06, ]: 0.00949082
[Predictors] Refining with configuration [13, 2, 1.2e+06, ]: 30.8894
[Predictors] Primary prediction: 32.8479 Secondary prediction: -47.6992
[Predictors] Primary error: 68.8246 Secondary error: 254.419
[Predictors] [Calibrator]: High prediction error. Adding new seed.
[Predictors] Refining with configuration [1, 2, 1.7e+06, ]: 0.0816607
[Predictors] Refining with configuration [3, 2, 1.7e+06, ]: 26.6453
[Predictors] Error in model: 4.61862e-06
[Predictors] ========================== Preparing for predictions: ========================== 
[Predictors] Error in model: 4.7786
[Predictors] ========================== Preparing for predictions: ========================== 
[Predictors] Best solution found [2, 2, 1.2e+06, ]
[Predictors] Primary prediction: 17.2618
[Predictors] Secondary prediction: 21.8225
[Predictors] [Calibrator]: Prediction forced.
[Predictors] Refining with configuration [2, 2, 1.2e+06, ]: 0.0590599
[Predictors] Refining with configuration [4, 2, 1.2e+06, ]: 20.2198
[Predictors] Primary prediction: 17.2618 Secondary prediction: 21.8225
[Predictors] Primary error: 1.94793 Secondary error: 7.92661
[Predictors] [Calibrator]: Moving to finished
[Predictors] [Calibrator]: Finished in 5 steps with configuration [2, 2, 1.2e+06, ]
[Predictors] Refining with configuration [2, 2, 1.2e+06, ]: 0.0677272
[Predictors] Replacing [2, 2, 1.2e+06, ]
[Predictors] Refining with configuration [4, 2, 1.2e+06, ]: 20.1776
[Predictors] Replacing [4, 2, 1.2e+06, ]
[Predictors] Refining with configuration [5, 2, 1.4e+06, ]: 0.0254432
[Predictors] Refining with configuration [7, 2, 1.4e+06, ]: 26.472
[Predictors] Refining with configuration [21, 2, 1.8e+06, ]: 0.00575447
[Predictors] Refining with configuration [23, 2, 1.8e+06, ]: 65.7313
[Predictors] Refining with configuration [14, 2, 1.4e+06, ]: 0.0121424
[Predictors] Refining with configuration [16, 2, 1.4e+06, ]: 40.2876
[Predictors] Refining with configuration [4, 2, 2.1e+06, ]: 0.0289212
[Predictors] Replacing [4, 2, 2.1e+06, ]
[Predictors] Refining with configuration [6, 2, 2.1e+06, ]: 34.4492
[Predictors] Replacing [6, 2, 2.1e+06, ]
[Predictors] Refining with configuration [17, 2, 1.9e+06, ]: 0.00712509
[Predictors] Refining with configuration [19, 2, 1.9e+06, ]: 61.5459
[Predictors] Refining with configuration [19, 2, 2.4e+06, ]: 0.00437956
[Predictors] Refining with configuration [21, 2, 2.4e+06, ]: 85.1269
[Predictors] Refining with configuration [15, 2, 1.9e+06, ]: 0.005261
[Predictors] Refining with configuration [17, 2, 1.9e+06, ]: 57.3043
[Predictors] Refining with configuration [14, 2, 2.2e+06, ]: 0.00397257
[Predictors] Refining with configuration [16, 2, 2.2e+06, ]: 64.691
[Predictors] Refining with configuration [11, 2, 2.1e+06, ]: 0.00040033
[Predictors] Refining with configuration [13, 2, 2.1e+06, ]: 54.7381
Run [0] DONE, time= 51846.6 (ms)
Average on 1 experiments = 51846.6 (ms) Std. Dev. 0

Press a key

