Mandebroot set from (-2.125+I -1.5) to (0.875+I 1.5)
resolution 67108864 pixel, Max. n. of iterations 4096 - Using 22 workers

NOTE: using farm template WITH the collector module!

amf started
amf joined
[Predictors] Minimum number of points required for calibration: 3
[Predictors] [Calibrator]: NumPoints: 0 MinNumPoints: 3
[Predictors] Refining with configuration [6, 2, 1.4e+06, ]: 0.00981697
[Predictors] Refining with configuration [8, 2, 1.4e+06, ]: 30.9427
[Predictors] [Calibrator]: NumPoints: 1 MinNumPoints: 3
[Predictors] Refining with configuration [15, 2, 2e+06, ]: 0.00399957
[Predictors] Refining with configuration [17, 2, 2e+06, ]: 60.2571
[Predictors] [Calibrator]: NumPoints: 2 MinNumPoints: 3
[Predictors] Refining with configuration [7, 2, 2e+06, ]: 0.00851759
[Predictors] Refining with configuration [9, 2, 2e+06, ]: 39.6008
[Predictors] Error in model: 6.44484e-35
[Predictors] ========================== Preparing for predictions: ========================== 
[Predictors] Error in model: 5.93888e-15
[Predictors] ========================== Preparing for predictions: ========================== 
[Predictors] Best solution found [2, 2, 1.2e+06, ]
[Predictors] Primary prediction: 23.4201
[Predictors] Secondary prediction: 24.6217
[Predictors] [Calibrator]: Moving to validate prediction.
[Predictors] Refining with configuration [2, 2, 1.2e+06, ]: 0.0519181
[Predictors] Refining with configuration [4, 2, 1.2e+06, ]: 20.2864
[Predictors] Primary prediction: 23.4201 Secondary prediction: 24.6217
[Predictors] Primary error: 21.5928 Secondary error: 21.3707
[Predictors] [Calibrator]: High prediction error. Adding new seed.
[Predictors] Refining with configuration [12, 2, 2.2e+06, ]: 0.00524145
[Predictors] Refining with configuration [14, 2, 2.2e+06, ]: 59.7508
[Predictors] Error in model: 1.77328e-07
[Predictors] ========================== Preparing for predictions: ========================== 
[Predictors] Error in model: 1.33283
[Predictors] ========================== Preparing for predictions: ========================== 
[Predictors] Best solution found [2, 2, 1.2e+06, ]
[Predictors] Primary prediction: 19.2961
[Predictors] Secondary prediction: 21.4389
[Predictors] [Calibrator]: Prediction forced.
[Predictors] Refining with configuration [2, 2, 1.2e+06, ]: 0.0583681
[Predictors] Replacing [2, 2, 1.2e+06, ]
[Predictors] Refining with configuration [4, 2, 1.2e+06, ]: 20.2114
[Predictors] Replacing [4, 2, 1.2e+06, ]
[Predictors] Primary prediction: 19.2961 Secondary prediction: 21.4389
[Predictors] Primary error: 12.6279 Secondary error: 6.07356
[Predictors] [Calibrator]: Moving to finished
[Predictors] [Calibrator]: Finished in 5 steps with configuration [2, 2, 1.2e+06, ]
[Predictors] Refining with configuration [2, 2, 1.2e+06, ]: 0.0683237
[Predictors] Replacing [2, 2, 1.2e+06, ]
[Predictors] Refining with configuration [4, 2, 1.2e+06, ]: 20.076
[Predictors] Replacing [4, 2, 1.2e+06, ]
[Predictors] Refining with configuration [17, 2, 1.8e+06, ]: 0.00671701
[Predictors] Refining with configuration [19, 2, 1.8e+06, ]: 57.9648
[Predictors] Refining with configuration [21, 2, 2.1e+06, ]: 0.00526802
[Predictors] Refining with configuration [23, 2, 2.1e+06, ]: 78.2204
[Predictors] Refining with configuration [9, 2, 2.1e+06, ]: 0.0126784
[Predictors] Refining with configuration [11, 2, 2.1e+06, ]: 47.6133
[Predictors] Refining with configuration [10, 2, 2.1e+06, ]: 0.010801
[Predictors] Refining with configuration [12, 2, 2.1e+06, ]: 48.7886
[Predictors] Refining with configuration [9, 2, 1.5e+06, ]: 0.015863
[Predictors] Refining with configuration [11, 2, 1.5e+06, ]: 33.9823
[Predictors] Refining with configuration [11, 2, 2.2e+06, ]: 0.00739995
[Predictors] Refining with configuration [13, 2, 2.2e+06, ]: 57.7125
[Predictors] Refining with configuration [6, 2, 1.3e+06, ]: 0.0199354
[Predictors] Refining with configuration [8, 2, 1.3e+06, ]: 27.3784
[Predictors] Refining with configuration [17, 2, 2e+06, ]: 0.0040545
[Predictors] Refining with configuration [19, 2, 2e+06, ]: 64.9617
[Predictors] Refining with configuration [14, 2, 2.1e+06, ]: 0.00328776
[Predictors] Refining with configuration [16, 2, 2.1e+06, ]: 61.6676
[Predictors] Refining with configuration [5, 2, 1.7e+06, ]: 0.00311775
[Predictors] Refining with configuration [7, 2, 1.7e+06, ]: 30.8527
[Predictors] Refining with configuration [21, 2, 1.9e+06, ]: 1.86542e-05
[Predictors] Refining with configuration [23, 2, 1.9e+06, ]: 20.6363
Run [0] DONE, time= 49267.7 (ms)
Average on 1 experiments = 49267.7 (ms) Std. Dev. 0

Press a key

