Mandebroot set from (-2.125+I -1.5) to (0.875+I 1.5)
resolution 67108864 pixel, Max. n. of iterations 4096 - Using 22 workers

NOTE: using farm template WITH the collector module!

amf started
amf joined
[Predictors] Minimum number of points required for calibration: 3
[Predictors] [Calibrator]: NumPoints: 0 MinNumPoints: 3
[Predictors] Refining with configuration [19, 2, 1.7e+06, ]: 0.00359041
[Predictors] Refining with configuration [21, 2, 1.7e+06, ]: 59.1228
[Predictors] [Calibrator]: NumPoints: 1 MinNumPoints: 3
[Predictors] Refining with configuration [18, 2, 1.9e+06, ]: 0.00366124
[Predictors] Refining with configuration [20, 2, 1.9e+06, ]: 63.6583
[Predictors] [Calibrator]: NumPoints: 2 MinNumPoints: 3
[Predictors] Refining with configuration [6, 2, 1.3e+06, ]: 0.0177488
[Predictors] Refining with configuration [8, 2, 1.3e+06, ]: 26.4498
[Predictors] Error in model: 6.63292e-35
[Predictors] ========================== Preparing for predictions: ========================== 
[Predictors] Error in model: 3.24685e-16
[Predictors] ========================== Preparing for predictions: ========================== 
[Predictors] Best solution found [2, 2, 1.2e+06, ]
[Predictors] Primary prediction: 16.0426
[Predictors] Secondary prediction: 19.067
[Predictors] [Calibrator]: Moving to validate prediction.
[Predictors] Refining with configuration [2, 2, 1.2e+06, ]: 0.0599882
[Predictors] Refining with configuration [4, 2, 1.2e+06, ]: 20.1202
[Predictors] Primary prediction: 16.0426 Secondary prediction: 19.067
[Predictors] Primary error: 3.76331 Secondary error: 5.23481
[Predictors] [Calibrator]: Moving to finished
[Predictors] [Calibrator]: Finished in 3 steps with configuration [2, 2, 1.2e+06, ]
[Predictors] Refining with configuration [2, 2, 1.2e+06, ]: 0.0691999
[Predictors] Replacing [2, 2, 1.2e+06, ]
[Predictors] Refining with configuration [4, 2, 1.2e+06, ]: 20.0612
[Predictors] Replacing [4, 2, 1.2e+06, ]
[Predictors] Refining with configuration [7, 2, 1.9e+06, ]: 0.0148367
[Predictors] Refining with configuration [9, 2, 1.9e+06, ]: 37.6322
[Predictors] Refining with configuration [11, 2, 1.5e+06, ]: 0.0130681
[Predictors] Refining with configuration [13, 2, 1.5e+06, ]: 38.356
[Predictors] Refining with configuration [3, 2, 2.4e+06, ]: 0.0296255
[Predictors] Refining with configuration [5, 2, 2.4e+06, ]: 35.9842
[Predictors] Refining with configuration [5, 2, 2.1e+06, ]: 0.0195007
[Predictors] Refining with configuration [7, 2, 2.1e+06, ]: 36.5089
[Predictors] Refining with configuration [10, 2, 2e+06, ]: 0.00820588
[Predictors] Refining with configuration [12, 2, 2e+06, ]: 46.3554
[Predictors] Refining with configuration [4, 2, 2.1e+06, ]: 0.0188437
[Predictors] Refining with configuration [6, 2, 2.1e+06, ]: 34.2945
[Predictors] Refining with configuration [7, 2, 2.2e+06, ]: 0.00917769
[Predictors] Refining with configuration [9, 2, 2.2e+06, ]: 43.2902
[Predictors] Refining with configuration [4, 2, 1.7e+06, ]: 0.0201757
[Predictors] Refining with configuration [6, 2, 1.7e+06, ]: 28.7738
[Predictors] Refining with configuration [9, 2, 1.3e+06, ]: 0.0104252
[Predictors] Refining with configuration [11, 2, 1.3e+06, ]: 30.3826
[Predictors] Refining with configuration [6, 2, 1.5e+06, ]: 0.0133116
[Predictors] Refining with configuration [8, 2, 1.5e+06, ]: 29.3166
[Predictors] Refining with configuration [4, 2, 1.9e+06, ]: 0.0109594
[Predictors] Refining with configuration [6, 2, 1.9e+06, ]: 31.5887
[Predictors] Refining with configuration [1, 2, 1.4e+06, ]: 0.0122961
[Predictors] Refining with configuration [3, 2, 1.4e+06, ]: 20.7729
[Predictors] Refining with configuration [10, 2, 2.3e+06, ]: 0.000220273
[Predictors] Refining with configuration [12, 2, 2.3e+06, ]: 38.8487
Run [0] DONE, time= 78189.2 (ms)
Average on 1 experiments = 78189.2 (ms) Std. Dev. 0

Press a key

